12|Verborgener Sitz|Скрытая поза|The heels align beneath the pelvis and the toes are concealed beneath the opposite thighs. Hands rest at the knees; the photograph suggests curved thumb–index positions, but the exact small contacts are indistinct.|Die Fersen liegen unter der Beckenmitte, die Zehen verborgen unter den gegenüberliegenden Oberschenkeln. Die Hände ruhen an den Knien; Daumen und Zeigefinger erscheinen gekrümmt, ihre genauen Kontakte sind nicht deutlich erkennbar.|Пятки расположены под серединой таза, пальцы ног скрыты под противоположными бёдрами. Кисти лежат у коленей; большой и указательный пальцы выглядят согнутыми, но их точные контакты различимы нечётко.|palm_orientation|tucked_feet|gesture_unclear|1
13|Fisch|Поза рыбы|In the illustrated lotus backbend, the crown and knees meet the floor. Each hand holds the opposite foot; the feet remain high on the thighs.|In der gezeigten Rückbeuge im Lotus berühren Scheitel und Knie den Boden. Jede Hand hält den gegenüberliegenden Fuß; die Füße bleiben hoch auf den Oberschenkeln.|В показанном прогибе из лотоса макушка и колени касаются пола. Каждая кисть удерживает противоположную стопу; стопы остаются высоко на бёдрах.|toe_grip_missing|lotus_height|foot_grip|1
14|Drehsitz des Matsyendra|Поза Матсьендры|One foot rests on the opposite thigh; the other crosses beyond the knee. The front hand holds the crossed foot's toes, while the arm behind the back reaches the lotus heel.|Ein Fuß liegt auf dem gegenüberliegenden Oberschenkel, der andere jenseits des Knies. Die vordere Hand hält dessen Zehen; der Arm hinter dem Rücken reicht zur Lotusferse.|Одна стопа лежит на противоположном бедре, другая поставлена за коленом. Передняя кисть держит пальцы переставленной стопы, рука за спиной достигает пятки ноги в лотосе.|toe_grip_missing,back_clasp|lotus_height|toe_grip|3,4
15|Sitz des Goraksha|Поза Горакши|The soles meet beneath the pelvis, knees on the floor. After arranging the feet, the hands rest at the knees. The small finger contacts in the photograph are indistinct.|Die Fußsohlen treffen sich unter dem Becken, die Knie liegen am Boden. Nach dem Einrichten der Füße ruhen die Hände an den Knien. Kleine Fingerkontakte sind im Foto undeutlich.|Подошвы соединены под тазом, колени на полу. После установки стоп кисти помещены у коленей. Мелкие контакты пальцев на фотографии нечёткие.|palm_orientation|heel_contact|gesture_unclear|1
16|Sitzende Vorbeuge|Наклон вперёд сидя|Straight legs lie together on the floor, hands holding the toes. The later plate shows a deeper fold with fingers interlaced beyond the feet; it is a distinct grip variant.|Die gestreckten Beine liegen zusammen am Boden, die Hände halten die Zehen. Ein weiteres Bild zeigt eine tiefere Beuge mit verschränkten Fingern hinter den Füßen: eine eigene Griffvariante.|Прямые ноги лежат вместе на полу, кисти удерживают пальцы ног. На следующем снимке наклон глубже, пальцы кистей переплетены за стопами; это отдельный вариант захвата.|toe_grip_missing,variant_conflict|feet_together|toe_grip|2,3
17|Hocke auf den Zehen|Присед на носках|A deep squat on the toes, heels together beneath the pelvis. Elbows rest at the knees and the fingers interlace in front of the chest.|Tiefe Hocke auf den Zehen, Fersen zusammen unter dem Becken. Die Ellenbogen ruhen an den Knien, die Finger sind vor der Brust verschränkt.|Глубокий присед на пальцах ног, пятки соединены под тазом. Локти находятся у коленей, пальцы кистей переплетены перед грудью.|interlock_missing|feet_together|interlocked|2
18|Verschlungener Einbeinstand|Переплетённая стойка|One leg wraps around the supporting leg. The text and photograph also show the arms winding around each other overhead, rather than a simple uncrossed prayer position.|Ein Bein umschlingt das Standbein. Text und Foto zeigen auch über dem Kopf umeinander gewundene Arme; eine einfache Gebetshaltung ohne Armkreuzung entspricht dem nicht.|Одна нога обвивает опорную. Текст и фотография также показывают переплетение рук над головой; простое соединение ладоней без перекрещивания рук этому не соответствует.|arm_wrap|leg_wrap|obscured|1,2
19|Pfau|Поза павлина|In the horizontal balance the palms bear the weight, hands close together and elbows pressed into the navel region. The legs extend together behind the body. Other plates show preparation and a one-hand variant.|Im waagerechten Gleichgewicht tragen eng nebeneinanderliegende Handflächen das Gewicht; die Ellenbogen drücken an die Nabelregion. Die Beine sind zusammen nach hinten gestreckt. Weitere Bilder zeigen Vorbereitung und Einhandvariante.|В горизонтальном равновесии вес на близко поставленных ладонях, локти упираются в область пупка. Ноги вытянуты вместе назад. Другие снимки показывают подготовку и вариант на одной руке.|hand_spacing,elbow_path|feet_together|support|2,4,5,6
20|Hahn|Поза петуха|Both arms pass between the thighs and calves of the lotus legs. Palms press into the floor with a four-finger-width gap, lifting the folded legs and pelvis.|Beide Arme verlaufen zwischen Oberschenkeln und Waden der Lotusbeine. Die Handflächen stützen mit vier Fingerbreiten Abstand am Boden und heben Beine und Becken an.|Обе руки проходят между бёдрами и икрами ног в лотосе. Ладони опираются на пол на расстоянии четырёх пальцев, таз и сложенные ноги подняты.|hand_spacing,arm_thread|lotus_height|support|1
21|Schildkröte im Fersensitz|Черепаха в седе на пятках|Seated on the heels with toes touching, the trunk inclines forward. Elbows press into the navel region; both hands form fists with the thumbs enclosed inside.|Im Fersensitz mit sich berührenden Zehen neigt sich der Rumpf vor. Die Ellenbogen drücken an die Nabelregion; beide Hände bilden Fäuste mit innen eingeschlossenen Daumen.|Сед на пятках, пальцы ног соприкасаются, корпус наклонён вперёд. Локти упираются в область пупка; кисти сжаты в кулаки с большими пальцами внутри.|fist_missing,palm_orientation|feet_together|fist_thumb_inside|1
22|Zurückgelehnte Schildkröte|Опрокинутая черепаха|The folded kneeling position reclines onto the crown. Hands lie on the thighs, fingers following the thigh surface; the feet remain folded beneath the pelvis.|Der gefaltete Kniestand wird bis zum Scheitel zurückgelehnt. Die Hände liegen auf den Oberschenkeln, die Finger folgen deren Oberfläche; die Füße bleiben unter dem Becken gefaltet.|Из положения на коленях корпус отклонён назад до опоры на макушку. Кисти лежат на бёдрах, пальцы следуют их поверхности; стопы остаются сложенными под тазом.|knee_hand_surface|heel_contact|extended|1
23|Zurückgelehnter Frosch|Опрокинутая лягушка|The kneeling backbend rests on the head, with the arms extended along the floor behind it. The photograph crops the fingertips; exact finger placement cannot be determined.|Die Rückbeuge aus dem Kniestand ruht auf dem Kopf; die Arme liegen dahinter ausgestreckt am Boden. Die Fingerspitzen sind im Foto abgeschnitten, ihre genaue Lage ist nicht bestimmbar.|Прогиб из положения на коленях с опорой на голову; руки вытянуты по полу за головой. Кончики пальцев обрезаны краем фотографии, их точное положение не определяется.|floor_contact,source_unclear|heel_contact|obscured|1,2
24|Baum als Handstand|Дерево в стойке на руках|The selected plate is a two-hand balance with straight arms and extended legs together overhead. Palms lie on the floor, fingers spread for support; the feet lengthen upward.|Das ausgewählte Bild zeigt einen Handstand mit gestreckten Armen und zusammen nach oben verlängerten Beinen. Die Handflächen liegen am Boden, die Finger sind zum Stützen gespreizt; die Füße strecken sich nach oben.|На выбранном снимке стойка на двух прямых руках, ноги вытянуты вместе вверх. Ладони на полу, пальцы разведены для опоры; стопы вытянуты вверх.|support_surface|feet_together,toe_extension|support|1,2,3
25|Frosch im Fersensitz|Лягушка в седе на пятках|Knees together, seated on the heels with the trunk inclined forward. The Russian text places one palm over the other below the navel. The photograph hides the hands; the raised elbows do not imply hands behind the neck.|Knie zusammen, Sitz auf den Fersen mit vorgeneigtem Rumpf. Laut russischem Text liegen die Handflächen unter dem Nabel übereinander. Im Foto sind die Hände verdeckt; die angehobenen Ellenbogen bedeuten keine Hände im Nacken.|Колени вместе, сед на пятках с наклоном вперёд. Русский текст помещает ладони одну на другую под пупком. На фото кисти скрыты; поднятые локти не означают положения кистей за шеей.|abdomen_hands|feet_together|stacked|1
26|Adler|Поза орла|One leg winds around the standing leg. The arms also intertwine in front of the chest, with the joined hands projecting forward like the beak described in the text.|Ein Bein umschlingt das Standbein. Auch die Arme sind vor der Brust ineinander gewunden; die verbundenen Hände zeigen wie der im Text beschriebene Schnabel nach vorn.|Одна нога обвивает опорную. Руки также переплетены перед грудью, соединённые кисти направлены вперёд, подобно описанному в тексте клюву.|arm_wrap,palm_orientation|leg_wrap|obscured|1
27|Stier|Поза быка|The bent legs fold asymmetrically beside the trunk. Both forearms and palms rest forward on the floor; the feet lie to the sides, with parts hidden in the photograph.|Die angewinkelten Beine liegen asymmetrisch neben dem Rumpf. Beide Unterarme und Handflächen ruhen vorn am Boden; die Füße liegen seitlich und sind im Foto teilweise verdeckt.|Согнутые ноги асимметрично расположены сбоку от корпуса. Оба предплечья и ладони лежат впереди на полу; стопы направлены в стороны и частично скрыты на снимке.|support_surface|source_unclear|extended|1
28|Heuschrecke|Поза саранчи|The joined straight legs lift behind the prone body. In the illustrated variant the hands lie beneath the lower abdomen; the text separately describes palms near the shoulders.|Die zusammenliegenden gestreckten Beine heben sich hinter dem bäuchlings liegenden Körper. In der gezeigten Variante liegen die Hände unter dem Unterbauch; der Text beschreibt gesondert Handflächen nahe den Schultern.|Соединённые прямые ноги подняты за лежащим на животе корпусом. В показанном варианте кисти находятся под нижней частью живота; отдельно текст описывает ладони около плеч.|abdomen_hands,variant_conflict|feet_together|obscured|1
29|Krokodil|Поза крокодила|The body lies face down, arms lengthened forward with palms down. The legs extend behind; the small toe contacts are difficult to resolve in this plate.|Der Körper liegt bäuchlings, die Arme nach vorn verlängert, Handflächen nach unten. Die Beine sind nach hinten gestreckt; einzelne Zehenkontakte sind im Bild schwer erkennbar.|Тело лежит лицом вниз, руки вытянуты вперёд ладонями вниз. Ноги вытянуты назад; мелкие контакты пальцев ног на снимке различимы с трудом.|support_surface|source_unclear|extended|1
30|Kamel in Bauchlage|Верблюд лёжа на животе|From prone, the knees bend and the hands grasp the lower legs near the ankles, lifting the chest and thighs. The plate shows a surrounding grip, not flat hands merely touching the feet.|Aus der Bauchlage beugen sich die Knie; die Hände umfassen die Unterschenkel nahe den Knöcheln, Brust und Oberschenkel heben sich. Das Bild zeigt einen umfassenden Griff, keine bloße Berührung mit flachen Händen.|Из положения на животе колени согнуты, кисти обхватывают голени у лодыжек, грудь и бёдра подняты. На снимке показан охватывающий захват, а не простое касание стоп плоскими кистями.|ankle_grip_missing|foot_spacing|ankle_grip|1,2
31|Kobra|Поза кобры|Palms support the raised chest, placed beneath the shoulders in the text. The legs remain together with the tops of the feet on the floor.|Die Handflächen stützen den angehobenen Brustkorb; laut Text liegen sie unter den Schultern. Die Beine bleiben zusammen, die Fußrücken am Boden.|Ладони поддерживают поднятую грудь; по тексту они расположены под плечами. Ноги соединены, подъёмы стоп лежат на полу.|hand_under_shoulders|feet_together|support|1
32|Gebundene Yogahaltung|Связанная поза йоги|The selected photograph shows a forward fold in bound lotus, arms passing behind the back to the feet. The earlier upright plate instead has the left palm over the right in the lap.|Das ausgewählte Foto zeigt eine Vorbeuge im gebundenen Lotus; die Arme reichen hinter dem Rücken zu den Füßen. Im vorherigen aufrechten Bild liegt dagegen die linke Hand über der rechten im Schoß.|Выбранная фотография показывает наклон в связанном лотосе, руки проходят за спиной к стопам. На предыдущем снимке вертикального седа левая ладонь лежит поверх правой у таза.|back_clasp,toe_grip_missing|lotus_height|foot_grip|2,3
33|Rad|Поза колеса|Palms and soles support the arched body. In the selected photograph the heels are down and the fingers point toward the feet. The separate toe-supported plate is another variant.|Handflächen und Fußsohlen tragen den gewölbten Körper. Im ausgewählten Foto liegen die Fersen unten, die Finger zeigen zu den Füßen. Das weitere Bild mit Zehenstütz ist eine andere Variante.|Ладони и подошвы поддерживают тело в прогибе. На выбранном фото пятки опущены, пальцы кистей направлены к стопам. Отдельный снимок с опорой на пальцы ног показывает другой вариант.|support_surface|schematic|support|1,2
34|Liegende Knie-zur-Brust-Haltung|Подтягивание колена к груди лёжа|Both arms embrace one bent knee toward the chest. The text also lifts the head, shoulders and opposite straight leg off the floor. The fingers surround the shin rather than resting as flat paddles.|Beide Arme umfassen ein gebeugtes Knie zur Brust. Laut Text heben sich auch Kopf, Schultern und das andere gestreckte Bein vom Boden. Die Finger umfassen das Schienbein, statt flach daraufzuliegen.|Обе руки обхватывают согнутое колено у груди. По тексту голова, плечи и другая прямая нога тоже подняты над полом. Пальцы охватывают голень, а не лежат на ней плоско.|shin_grip_missing|raised_leg_contact|shin_grip|1,2
35|Angehobene Beine|Поза поднятых ног|The straight legs and upper trunk lift from the floor. The hands remain alongside the thighs at thigh height, fingers lengthened toward the knees; the feet stay close together.|Gestreckte Beine und Oberkörper heben sich vom Boden. Die Hände bleiben seitlich auf Oberschenkelhöhe, Finger zu den Knien verlängert; die Füße bleiben eng zusammen.|Прямые ноги и верх корпуса подняты над полом. Кисти находятся сбоку на уровне бёдер, пальцы вытянуты к коленям; стопы остаются близко друг к другу.|thigh_hand_surface|feet_together|extended|1
36|Stehender Hand-Zehen-Griff|Захват пальцев поднятой ноги стоя|Both hands hold the toes of the raised straight leg in the selected forward fold. A separate plate shows a one-hand big-toe grip with the other hand at the waist.|Beide Hände halten im ausgewählten vorgebeugten Stand die Zehen des angehobenen geraden Beins. Ein weiteres Bild zeigt den Großzehengriff mit einer Hand und die andere Hand an der Taille.|На выбранном снимке наклона обе кисти удерживают пальцы поднятой прямой ноги. Отдельный снимок показывает захват большого пальца одной рукой, другая кисть лежит на талии.|toe_grip_missing,variant_conflict|schematic|toe_grip|1,2,3
37|Gebundener Lotus|Связанный лотос|Lotus feet sit high on the opposite thighs, heels near the lower abdomen. Both arms pass behind the back; each hand holds the toes of the same-side foot.|Die Lotusfüße liegen hoch auf den gegenüberliegenden Oberschenkeln, Fersen am Unterbauch. Beide Arme verlaufen hinter dem Rücken; jede Hand hält die Zehen des gleichseitigen Fußes.|Стопы лотоса лежат высоко на противоположных бёдрах, пятки у нижней части живота. Обе руки проходят за спиной; каждая кисть держит пальцы одноимённой стопы.|back_clasp,toe_grip_missing|lotus_height|toe_grip|1
38|Pranava-Haltung|Поза Пранава|Both legs pass behind the head, one ankle beyond the other. The text specifies arms around the thighs and hands clasped behind the back. Hands joined at the chest do not match this source.|Beide Beine führen hinter den Kopf, ein Knöchel hinter den anderen. Laut Text umfassen die Arme die Oberschenkel, die Hände sind hinter dem Rücken verbunden. Vor der Brust verbundene Hände entsprechen dieser Quelle nicht.|Обе ноги заведены за голову, одна лодыжка за другую. Текст указывает обхват бёдер руками и сцепление кистей за спиной. Соединение ладоней перед грудью не соответствует этому источнику.|back_clasp|behind_head|interlocked|1,2
39|Boot in Bauchlage|Лодка на животе|The arms extend forward and the straight legs backward, all lifted above the floor. The photograph shows extended fingers; the exact rotation of the farther palm is indistinct.|Die Arme reichen nach vorn, die geraden Beine nach hinten; alle sind vom Boden angehoben. Das Foto zeigt gestreckte Finger; die genaue Drehung der ferneren Handfläche bleibt undeutlich.|Руки вытянуты вперёд, прямые ноги назад, всё поднято над полом. На фото пальцы кистей выпрямлены; точный разворот дальней ладони нечёткий.|source_unclear|feet_together|extended|1
40|Seitlicher Winkel|Боковой угол|With the feet wide apart, the trunk bends sideways. The lower hand touches the foot and the upper arm reaches overhead in the same direction, fingers extended.|Bei weitem Stand neigt sich der Rumpf seitlich. Die untere Hand berührt den Fuß, der obere Arm reicht über den Kopf in dieselbe Richtung, Finger gestreckt.|При широко расставленных стопах корпус наклонён вбок. Нижняя кисть касается стопы, верхняя рука вытянута над головой в том же направлении, пальцы выпрямлены.|foot_touch|schematic|extended|1
41|Verneigung zum Boden|Поклон земле|The legs spread widely along the floor. Each hand holds the toes of its corresponding foot while the abdomen, chest and chin lower between the legs.|Die Beine sind weit am Boden geöffnet. Jede Hand hält die Zehen des zugehörigen Fußes, während Bauch, Brust und Kinn zwischen den Beinen absinken.|Ноги широко разведены по полу. Каждая кисть держит пальцы соответствующей стопы, живот, грудь и подбородок опускаются между ногами.|toe_grip_missing|schematic|toe_grip|1
42|Ganzkörperhaltung mit Beinen über dem Kopf|Поза всего тела с ногами за головой|The legs pass overhead until the toes touch the floor beyond the head. The selected photograph shows the arms resting beside the torso; individual finger contacts are indistinct.|Die Beine führen über den Kopf, bis die Zehen dahinter den Boden berühren. Im ausgewählten Foto liegen die Arme neben dem Rumpf; einzelne Fingerkontakte sind undeutlich.|Ноги заведены за голову до касания пола пальцами ног. На выбранном фото руки лежат вдоль корпуса; отдельные контакты пальцев кистей нечёткие.|source_unclear|overhead_toe_contact,feet_together|relaxed|1
43|Zum Ohr gezogener Bogen|Лук с подтягиванием к уху|Each hand holds the opposite big toe. One leg remains straight on the floor while the other toe is drawn toward the opposite ear, as specified in the Russian text.|Jede Hand hält den gegenüberliegenden großen Zeh. Ein Bein bleibt gestreckt am Boden, der andere Zeh wird laut russischem Text zum gegenüberliegenden Ohr gezogen.|Каждая кисть держит большой палец противоположной ноги. Одна нога остаётся прямой на полу, палец другой подтянут к противоположному уху, как указано в русском тексте.|toe_grip_missing,cross_grip|schematic|toe_grip|1,2
44|Seitbeuge mit erhobenen Händen|Боковой наклон с поднятыми руками|The standing trunk bends sideways with both arms overhead and the fingers interlaced. The photograph cuts off the feet, so their precise spacing is not visible.|Der stehende Rumpf neigt sich seitlich, beide Arme über dem Kopf, Finger verschränkt. Das Foto schneidet die Füße ab; ihr genauer Abstand ist nicht sichtbar.|Корпус стоя наклонён вбок, обе руки над головой, пальцы переплетены. Стопы обрезаны краем фотографии, их точное расстояние не видно.|interlock_missing|source_unclear|interlocked|1
45|Berg auf den Knien|Гора на коленях|The body balances on the knees with both feet held in lotus on the opposite thighs, in front of the pelvis. Palms join overhead with fingers directed upward.|Der Körper balanciert auf den Knien, beide Füße im Lotus auf den gegenüberliegenden Oberschenkeln vor dem Becken. Die Handflächen sind über dem Kopf verbunden, Finger nach oben.|Тело балансирует на коленях, обе стопы в лотосе на противоположных бёдрах перед тазом. Ладони соединены над головой, пальцы направлены вверх.|prayer_contact|lotus_front|joined|1
46|Einbeinige Zehenhocke|Присед на пальцах одной ноги|The raised ankle rests on the opposite thigh. The supporting heel lifts so the weight is on the toes. Both hands rest at the waist, with fingers following the sides of the pelvis.|Der angehobene Knöchel liegt auf dem gegenüberliegenden Oberschenkel. Die Standferse ist angehoben, das Gewicht liegt auf den Zehen. Beide Hände ruhen an der Taille, Finger entlang der Beckenseiten.|Поднятая лодыжка лежит на противоположном бедре. Опорная пятка поднята, вес приходится на пальцы ноги. Обе кисти на талии, пальцы следуют боковым контурам таза.|waist_contact|toe_support,heel_height|curved|1,2
47|Embryo|Поза зародыша|Both arms thread between the thighs and calves of the lotus legs. In the selected final plate the palms cup the cheeks, with knees drawn toward the shoulders.|Beide Arme führen zwischen Oberschenkeln und Waden der Lotusbeine hindurch. Im ausgewählten Endbild umfassen die Handflächen die Wangen, die Knie sind zu den Schultern gezogen.|Обе руки проходят между бёдрами и икрами ног в лотосе. На выбранном конечном снимке ладони охватывают щёки, колени подтянуты к плечам.|cheek_contact,arm_thread|lotus_height|curved|1,2
48|Brahmacharya-Sitz|Поза брахмачарьи|The pelvis rests on the floor between the folded legs, feet turned outward. Hands rest over the joined knee region with the fingers directed down its contour.|Das Becken ruht zwischen den gefalteten Beinen am Boden, Füße nach außen gedreht. Die Hände liegen über dem Bereich der zusammenliegenden Knie, Finger entlang der Kontur nach unten.|Таз лежит на полу между согнутыми ногами, стопы развёрнуты наружу. Кисти лежат над областью соединённых коленей, пальцы направлены вниз по их контуру.|knee_hand_surface|feet_outward|extended|1
49|Angehobener Lotus|Поднятый лотос|Palms press beside the body, outside the folded legs, lifting the lotus seat. The feet remain on the opposite thighs with heels close below the navel.|Die Handflächen drücken neben dem Körper außerhalb der gefalteten Beine nach unten und heben den Lotussitz. Die Füße bleiben auf den gegenüberliegenden Oberschenkeln, Fersen nahe beieinander unter dem Nabel.|Ладони опираются сбоку от корпуса, снаружи сложенных ног, поднимая сед в лотосе. Стопы остаются на противоположных бёдрах, пятки близко под пупком.|hand_outside_legs|lotus_height|support|1
50|Hirsch|Поза оленя|One foot stands flat in front; the other leg bends back with its foot brought into the armpit. One palm cups the cheek, the other rests on the raised knee. The other plate uses different grips.|Ein Fuß steht vorn flach, das andere Bein ist zurückgebogen und sein Fuß in die Achsel gebracht. Eine Handfläche umfasst die Wange, die andere ruht auf dem angehobenen Knie. Das weitere Bild verwendet andere Griffe.|Одна стопа полностью стоит впереди, другая нога согнута назад, её стопа помещена в подмышку. Одна ладонь поддерживает щёку, другая лежит на поднятом колене. Другой снимок показывает иные захваты.|cheek_contact,knee_hand_surface|armpit_foot|curved|1,2,3
51|Sitzende Knieumarmung|Обхват коленей сидя|Both feet, calves and thighs stay together as the arms embrace the knees toward the chest. The selected photograph shows crossed forearms around the shins and the feet resting on the floor.|Beide Füße, Waden und Oberschenkel bleiben zusammen, die Arme umfassen die Knie zur Brust. Im ausgewählten Foto kreuzen sich die Unterarme um die Schienbeine; die Füße ruhen am Boden.|Обе стопы, икры и бёдра соединены, руки обхватывают колени у груди. На выбранном фото предплечья перекрещены вокруг голеней, стопы лежат на полу.|shin_grip_missing|feet_together,heel_contact|shin_grip|1
52|Aufgerichteter Schulterstand|Вертикальная стойка на плечах|The shoulders bear the raised body, legs and feet together overhead. Both hands support the waist from behind, with the fingers following the back and elbows on the floor.|Die Schultern tragen den angehobenen Körper, Beine und Füße zusammen nach oben. Beide Hände stützen die Taille von hinten, Finger entlang des Rückens, Ellenbogen am Boden.|Плечи поддерживают поднятое тело, ноги и стопы соединены вверху. Обе кисти поддерживают талию сзади, пальцы следуют спине, локти на полу.|back_support|feet_together,toe_extension|curved|1
